g04-contract	claude	-	same run: two valid answers posted at the same instant	done	yes	one applied, the other refused with "the run … is already on its way"
g05-api-gate	claude	-	POST /api/flows/5/runs, answered by POST /api/runs/:id/resume	done	yes	answeredByPerson recorded, the next step ran
g05-api-gate	pi (unused)	-	same flow run and answered at the command line	done	yes	same value, same record shape as the API path
g05-api-gate	pi (unused)	-	third pass at the command line	done	yes	-
g06-cli-gate	pi (unused)	-	orchy run while the daemon was up in the same directory	waiting	no	invisible in GET /api/runs and on the runs list
g06-cli-gate	claude	-	answer that CLI run on the page	refused	no	form offered, then "this daemon holds no run …", and "started: Invalid Date"
g06-cli-gate	claude	-	POST /api/flows/6/runs, answered over the API	done	yes	-
g06-cli-gate	pi (unused)	-	orchy run and answer at the command line	done	yes	-
g07-refused	claude	-	POST /api/flows/7/runs, answered with {"approved":"sure"} over the API	waiting	no	200 + ticket; the run never moves; the reason lands in the queue only
g07-refused	pi (unused)	-	orchy run, then true, "yes", null, {approved:true}, an extra key	refused	yes	five precise messages; bad JSON exits 2, contract breaks exit 1
g07-refused	pi (unused)	-	orchy resume with no value on a waiting run	refused	yes	"waits for a value. Answer it, or name a step to go back to."
g07-refused	pi (unused)	-	orchy run and answer correctly	done	yes	-
g08-gate-when	pi (unused)	-	orchy run --with '{"severity":"high"}', gate carries when	waiting	yes	the rest of the wave ran first, then the gate asked
g08-gate-when	pi (unused)	-	orchy run --with '{"severity":"low"}'	done	yes	'⊘ escalate does not run / "sort" does not say {"severity":"high"}'
g08-gate-when	pi (unused)	-	high again, gate answered {"taken":false}	done	yes	-
g09-gate-takes	pi (unused)	-	orchy run --with '{"ticket":412,"owner":"ana"}'	waiting	no	the question printed "Ticket {{ ticket }} belongs to {{ owner }}"
g09-gate-takes	pi (unused)	-	orchy run --with '{"ticket":77,"owner":"bo"}'	waiting	no	identical unfilled question, so the two waiting runs cannot be told apart
g09-gate-takes	claude	-	POST /api/flows/9/runs with the same values, read on the page	waiting	no	page shows the braces too; the runs list does show "ticket 412 · owner ana"
g10-long-question	pi (unused)	-	orchy run with a 500-character question, then answer	done	yes	the question survives YAML, the event, the state file and the page whole
g10-long-question	pi (unused)	-	second pass, answered {"approved":false}	done	yes	-
g10-long-question	pi (unused)	-	third pass	done	yes	-
g11-gate-only	pi (unused)	-	orchy run, a flow that is one gate	waiting	yes	-
g11-gate-only	pi (unused)	-	answer it	done	yes	the person's value becomes the value of the flow, checked against flow returns
g11-gate-only	pi (unused)	-	second and third pass	done	yes	-
g11-gate-only	pi (unused)	-	orchy run --events	waiting	yes	one waiting event with step and question, no contract, exit 3
bad-gate	pi (unused)	-	orchy run on a gate with no question and no returns	error	yes	validate names both: 'step "ask" has no "question", and a gate step needs one'
g12-string-gate	pi (unused)	-	orchy run with returns {type: string}, answered '"ship"'	done	yes	validate accepts it, the command line answers it fine
g12-string-gate	claude	-	same flow on the page: the form has no fields, clicked Answer and continue	waiting	no	posts {}, 200, nothing happens; queue says 'must be string'
g12-string-gate	pi (unused)	-	third pass at the command line, answered '"wait"'	done	yes	-
