cond-ruled-out	none (call steps only)	none	orchy run cond-ruled-out.yaml --with '{"severity": "low"}'	done	yes	ran sort; skipped page, notify, record
cond-ruled-out-returns	none (call steps only)	none	orchy run cond-ruled-out-returns.yaml --with '{"severity": "high"}'	done	yes	every step ran: sort, page, notify, record
cond-ruled-out-returns	none (call steps only)	none	orchy run cond-ruled-out-returns.yaml --with '{"severity": "low"}'	failed	no	a skipped exit step failed the run: the flow "cond-ruled-out-returns" returns the value of "record", and the run has no value 
cond-ruled-out-returns	none (call steps only)	none	orchy run cond-ruled-out-returns.yaml --with '{"severity": "low"}'	failed	no	a skipped exit step failed the run: the flow "cond-ruled-out-returns" returns the value of "record", and the run has no value 
cond-ruled-out	none (call steps only)	none	orchy run cond-ruled-out.yaml --with '{"severity": "low"}'	done	yes	ran sort; skipped page, notify, record
cond-chain	none (call steps only)	none	orchy run cond-chain.yaml --with '{"ok": true, "count": 5}'	done	yes	every step ran: sort, measure, page, record
cond-chain	none (call steps only)	none	orchy run cond-chain.yaml --with '{"ok": true, "count": 1}'	done	yes	ran sort, measure; skipped page, record
cond-chain	none (call steps only)	none	orchy run cond-chain.yaml --with '{"ok": false, "count": 9}'	done	yes	ran sort; skipped measure, page, record
cond-chain	none (call steps only)	none	orchy run cond-chain.yaml --with '{"ok": true, "count": "5"}'	done	yes	ran sort, measure; skipped page, record
cond-after-cycle	none (call steps only)	none	orchy run cond-after-cycle.yaml   (tick.state reset first)	done	yes	ran tick, only_after; skipped only_first
cond-after-cycle	none (call steps only)	none	orchy run cond-after-cycle.yaml   (tick.state reset first)	done	yes	ran tick, only_after; skipped only_first
cond-after-cycle	none (call steps only)	none	orchy run cond-after-cycle.yaml   (tick.state reset first)	done	yes	ran tick, only_after; skipped only_first
cond-ruled-out	none (call steps only)	none	orchy run cond-ruled-out.yaml --with '{"severity": "low"}'	done	yes	ran sort; skipped page, notify, record
cond-scalar-value	none (call steps only)	none	orchy run cond-scalar-value.yaml --with '{"severity": "high"}'	done	no	sort returned the string "high" and the condition still read as false
cond-scalar-value	none (call steps only)	none	orchy run cond-scalar-value.yaml --with '{"severity": "low"}'	done	no	sort returned the string "high" and the condition still read as false
when-on-flow-step	none (call steps only)	none	orchy run when-on-flow-step.yaml	failed	no	every step ran: 
cond-on-flow-step	none (call steps only)	none	orchy run cond-on-flow-step.yaml --with '{"severity": "high"}'	done	no	the `when` on the kind: flow step did nothing: sub/work ran on every value
cond-on-flow-step	none (call steps only)	none	orchy run cond-on-flow-step.yaml --with '{"severity": "low"}'	done	no	the `when` on the kind: flow step did nothing: sub/work ran on every value
cond-on-flow-step	none (call steps only)	none	orchy run cond-on-flow-step.yaml --with '{"severity": "low"}'	done	no	the `when` on the kind: flow step did nothing: sub/work ran on every value
cond-join	none (call steps only)	none	orchy run cond-join.yaml --with '{"severity": "high"}'	done	yes	every step ran: sort, page, label, record
cond-join	none (call steps only)	none	orchy run cond-join.yaml --with '{"severity": "low"}'	done	yes	ran sort, label; skipped page, record
cond-join	none (call steps only)	none	orchy run cond-join.yaml --with '{"severity": "low"}'	done	yes	ran sort, label; skipped page, record
cond-scalar-value	none (call steps only)	none	orchy run cond-scalar-value.yaml --with '{"severity": "high"}'	done	no	sort returned the string "high" and the condition still read as false
when-on-flow-step	none (call steps only)	none	orchy run when-on-flow-step.yaml	failed	no	every step ran: 
when-on-flow-step	none (call steps only)	none	orchy run when-on-flow-step.yaml	failed	no	every step ran: 
nested-operator	none (call steps only)	none	orchy run bad/nested-operator.yaml	refused	yes	refused: an operator over an operator, named and refused
nested-operator	none (call steps only)	none	orchy run bad/nested-operator.yaml	refused	yes	refused: an operator over an operator, named and refused
nested-operator	none (call steps only)	none	orchy run bad/nested-operator.yaml	refused	yes	refused: an operator over an operator, named and refused
unknown-operator	none (call steps only)	none	orchy run bad/unknown-operator.yaml	refused	yes	refused: {equals: high} is not one operator, and it listed the five
unknown-operator	none (call steps only)	none	orchy run bad/unknown-operator.yaml	refused	yes	refused: {equals: high} is not one operator, and it listed the five
unknown-operator	none (call steps only)	none	orchy run bad/unknown-operator.yaml	refused	yes	refused: {equals: high} is not one operator, and it listed the five
two-operators	none (call steps only)	none	orchy run bad/two-operators.yaml	refused	yes	refused: {lt: 7, gt: 2} is not one operator
two-operators	none (call steps only)	none	orchy run bad/two-operators.yaml	refused	yes	refused: {lt: 7, gt: 2} is not one operator
two-operators	none (call steps only)	none	orchy run bad/two-operators.yaml	refused	yes	refused: {lt: 7, gt: 2} is not one operator
empty-on-boolean	none (call steps only)	none	orchy run bad/empty-on-boolean.yaml	refused	yes	refused: `empty` over a declared boolean
empty-on-boolean	none (call steps only)	none	orchy run bad/empty-on-boolean.yaml	refused	yes	refused: `empty` over a declared boolean
empty-on-boolean	none (call steps only)	none	orchy run bad/empty-on-boolean.yaml	refused	yes	refused: `empty` over a declared boolean
empty-over-a-number	none (call steps only)	none	orchy run bad/empty-over-a-number.yaml	refused	yes	refused: `empty` over a declared number
empty-over-a-number	none (call steps only)	none	orchy run bad/empty-over-a-number.yaml	refused	yes	refused: `empty` over a declared number
empty-over-a-number	none (call steps only)	none	orchy run bad/empty-over-a-number.yaml	refused	yes	refused: `empty` over a declared number
lt-a-string	none (call steps only)	none	orchy run bad/lt-a-string.yaml	refused	yes	refused: lt reads a number, not "seven"
lt-a-string	none (call steps only)	none	orchy run bad/lt-a-string.yaml	refused	yes	refused: lt reads a number, not "seven"
lt-a-string	none (call steps only)	none	orchy run bad/lt-a-string.yaml	refused	yes	refused: lt reads a number, not "seven"
lt-over-a-string	none (call steps only)	none	orchy run bad/lt-over-a-string.yaml	refused	yes	refused: lt over a declared string
lt-over-a-string	none (call steps only)	none	orchy run bad/lt-over-a-string.yaml	refused	yes	refused: lt over a declared string
lt-over-a-string	none (call steps only)	none	orchy run bad/lt-over-a-string.yaml	refused	yes	refused: lt over a declared string
key-not-returned	none (call steps only)	none	orchy run bad/key-not-returned.yaml	refused	yes	refused: the key is not in the contract of the step it reads
key-not-returned	none (call steps only)	none	orchy run bad/key-not-returned.yaml	refused	yes	refused: the key is not in the contract of the step it reads
key-not-returned	none (call steps only)	none	orchy run bad/key-not-returned.yaml	refused	yes	refused: the key is not in the contract of the step it reads
dotted-path	none (call steps only)	none	orchy run bad/dotted-path.yaml	refused	yes	refused: "severity.inner", which "sort" does not return
dotted-path	none (call steps only)	none	orchy run bad/dotted-path.yaml	refused	yes	refused: "severity.inner", which "sort" does not return
dotted-path	none (call steps only)	none	orchy run bad/dotted-path.yaml	refused	yes	refused: "severity.inner", which "sort" does not return
operator-over-mixed-type	none (call steps only)	none	orchy run bad/operator-over-mixed-type.yaml	refused	yes	refused, but the message reads "mixed holds a string,number"
operator-over-mixed-type	none (call steps only)	none	orchy run bad/operator-over-mixed-type.yaml	refused	yes	refused, but the message reads "mixed holds a string,number"
operator-over-mixed-type	none (call steps only)	none	orchy run bad/operator-over-mixed-type.yaml	refused	yes	refused, but the message reads "mixed holds a string,number"
not-a-need	none (call steps only)	none	orchy run bad/not-a-need.yaml	refused	yes	refused: the condition names a step the step does not need
not-a-need	none (call steps only)	none	orchy run bad/not-a-need.yaml	refused	yes	refused: the condition names a step the step does not need
not-a-need	none (call steps only)	none	orchy run bad/not-a-need.yaml	refused	yes	refused: the condition names a step the step does not need
empty-condition	none (call steps only)	none	orchy run bad/empty-condition.yaml	refused	yes	refused: an empty condition always runs
empty-condition	none (call steps only)	none	orchy run bad/empty-condition.yaml	refused	yes	refused: an empty condition always runs
empty-condition	none (call steps only)	none	orchy run bad/empty-condition.yaml	refused	yes	refused: an empty condition always runs
cond-ruled-out	none (call steps only)	none	orchy resume b39241e0-e53d-46f2-8909-82a6169e7a4d --from page	done	yes	a resume from a skipped step re-read the condition and skipped it again
cond-on-flow-step	none (call steps only)	none	orchy run cond-on-flow-step.yaml --with '{"severity":"low"}'	done	no	4th run, same result: sub/work ran with the condition false
cond-scalar-value	none (call steps only)	none	orchy run cond-scalar-value.yaml --with '{"severity":"high"}'	done	no	4th run, same result: page skipped though sort said "high"
